Attaching to apps_proxy_1, apps_arachni_1, apps_webgoat_1
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:08 +0000] "GET /WebGoat/service/lessonprogress.mvc HTTP/1.1" 200 116 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/lessonmenu.mvc HTTP/1.1" 200 10313 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/attack?Screen=1382523204&menu=900 HTTP/1.1" 200 1256 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/lessonplan.mvc HTTP/1.1" 200 739 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/solution.mvc HTTP/1.1" 200 4194 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/hint.mvc HTTP/1.1" 200 4322 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/cookie.mvc HTTP/1.1" 200 174 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/lessonprogress.mvc HTTP/1.1" 200 117 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/lessonmenu.mvc HTTP/1.1" 200 10313 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/source.mvc HTTP/1.1" 200 8070 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:12:59:15 +0000] "GET /WebGoat/service/lessoninfo.mvc HTTP/1.1" 200 134 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "POST /WebGoat/attack?Screen=1382523204&menu=900 HTTP/1.1" 200 2693 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/cookie.mvc HTTP/1.1" 200 174 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/lessonplan.mvc HTTP/1.1" 200 739 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/lessonprogress.mvc HTTP/1.1" 200 117 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/source.mvc HTTP/1.1" 200 8070 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/hint.mvc HTTP/1.1" 200 4322 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/solution.mvc HTTP/1.1" 200 4194 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/lessonmenu.mvc HTTP/1.1" 200 10313 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:00 +0000] "GET /WebGoat/service/lessoninfo.mvc HTTP/1.1" 200 134 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:12 +0000] "GET /WebGoat/catcher?PROPERTY=yes&user=test&password=test HTTP/1.1" 200 0 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "POST /WebGoat/attack?Screen=1382523204&menu=900 HTTP/1.1" 200 1256 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/hint.mvc HTTP/1.1" 200 4322 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/lessonplan.mvc HTTP/1.1" 200 739 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/solution.mvc HTTP/1.1" 200 4194 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/cookie.mvc HTTP/1.1" 200 174 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/source.mvc HTTP/1.1" 200 8070 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/lessonprogress.mvc HTTP/1.1" 200 116 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/lessonmenu.mvc HTTP/1.1" 200 10312 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/service/lessoninfo.mvc HTTP/1.1" 200 134 "http://webgoat.cyexc-target/WebGoat/start.mvc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
[36mproxy_1    |[0m 192.168.33.1 - - [18/Jan/2018:13:02:18 +0000] "GET /WebGoat/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23292 "http://webgoat.cyexc-target/WebGoat/plugins/bootstrap/css/bootstrap.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0" "-"
